A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,Class
0.635593,0.578063,-0.866104,-0.86607,-0.233292,-0.197046,0.050339,-0.060958,-0.596666,5.874555,-0.561004,-1.00697,1.00697,-0.775865,1.52874,0.957966,-1.555619,-0.431745,-1.289856,0.936161,0.962991,0.792901,0.46033,1.353362,1.715562,5.016253,1.455624,3
-1.195438,-0.914678,0.746713,0.746717,1.108183,0.708867,0.172392,1.207121,-1.5341,-0.343886,-0.786462,-1.00697,1.00697,-0.775865,-1.009457,0.325921,-0.690953,2.097973,-0.138712,-2.024593,-1.306792,-2.238028,-1.131967,1.086621,-1.604877,-0.380171,1.455624,3
-1.195438,-0.973841,-0.67893,-0.678912,1.010151,0.515009,0.112562,1.095829,-1.317769,0.15581,-0.802011,-1.00697,1.00697,-0.775865,-1.009085,0.325157,-0.21836,1.680745,-0.06495,-1.237408,-1.306792,1.789245,1.811156,1.154162,-1.330542,-0.38919,1.455624,3
-1.199948,-0.971566,-0.068949,-0.068873,2.899533,2.170259,0.816163,3.683056,-2.002817,0.711028,-0.459936,-1.00697,1.00697,-0.775865,-1.026943,0.57706,1.014912,1.652198,-1.750313,-2.110193,0.962991,2.216604,1.824143,1.775255,0.223396,0.364283,1.455624,3
1.463166,1.388147,-0.788662,-0.788682,-0.424698,-0.387176,-0.177015,-0.483697,2.107472,2.432204,-0.561004,-1.00697,1.00697,-0.775865,-0.381046,-2.949572,1.287219,-0.605224,1.741116,1.04358,0.962991,-0.511599,-1.334312,-1.767891,0.065325,2.68784,-1.432945,3
-1.195438,-0.973841,0.345028,0.345027,0.72211,0.447905,0.098203,0.797478,-1.642265,-0.177321,-0.444388,-1.00697,1.00697,-0.775865,-1.016526,-0.097733,-0.78887,1.601692,0.141586,-2.024593,-1.306792,1.675826,1.811156,0.928533,-1.661717,-0.298302,1.455624,3
-1.199948,-0.976117,-0.916337,-0.916317,0.899545,0.477729,0.126921,0.977963,-1.67832,0.15581,-0.786462,-1.00697,1.00697,-0.775865,-1.020618,0.667134,-0.232522,1.693921,0.064694,-1.383432,-1.306792,1.748645,1.815535,1.154162,-1.338763,-0.371151,1.455624,3
-1.199948,-0.971566,-0.121713,-0.121647,2.443604,1.935393,0.696503,3.038842,-2.002817,0.711028,-0.459936,-1.00697,1.00697,-0.775865,-1.026943,0.746521,1.373403,1.652198,-1.65241,-2.053126,0.962991,-2.206162,1.824143,1.702655,0.015296,0.237317,1.455624,3
-1.199948,-0.96929,-0.103448,-0.10338,2.806391,1.778815,0.773085,3.543254,-1.858596,0.655506,-0.444388,-1.00697,1.00697,-0.775865,-1.027316,0.426682,1.289647,1.663178,-1.567919,-2.181246,0.962991,2.202205,1.828522,1.723538,0.063915,0.328205,1.455624,3
-1.195438,-1.27421,-0.373272,-0.373292,-0.411193,-0.275335,-0.133938,-0.471861,1.278203,0.211332,-0.459936,-1.00697,1.00697,-0.775865,-1.016154,0.366378,1.0226,-0.46688,-0.72926,-1.650302,-1.306792,-0.202262,0.387541,-0.053761,-0.610178,0.760447,-0.670338,3
-1.199948,-0.967015,0.144132,0.144184,2.239158,2.188899,0.828129,2.788809,-1.60621,0.599984,-0.444388,-1.00697,1.00697,-0.775865,-1.027316,0.616753,1.578948,1.678549,-1.744502,-2.620995,-1.306792,2.103774,1.832751,1.617167,-0.287224,0.240786,1.455624,3
-1.199948,-0.964739,0.097454,0.09752,2.63338,1.849648,0.698896,3.247033,-1.786486,0.599984,-0.444388,-1.00697,1.00697,-0.775865,-1.027316,0.691561,1.336987,1.696117,-1.589824,-1.98487,0.962991,2.174116,1.836979,1.723538,0.036435,0.195688,1.455624,3
-1.195438,-0.987494,-0.772253,-0.772252,0.475517,0.261503,0.024013,0.497845,-1.67832,-0.343886,-0.755364,-1.00697,1.00697,-0.775865,-1.010201,0.001501,-0.979445,1.573145,0.783097,-1.723594,-1.306792,1.553791,1.784124,0.80438,-1.772343,-0.421105,1.455624,3
0.362743,0.398297,-0.898673,-0.898658,0.108073,-0.029285,0.043159,0.068109,-1.281714,-0.343886,-0.561004,-1.00697,1.00697,-0.775865,1.952517,0.19539,1.267798,0.233623,-0.107419,-0.728843,0.962991,1.291073,1.22537,1.076506,0.076599,-0.652837,1.455624,3
-1.195438,-0.919229,0.071391,0.071401,1.115867,0.600754,0.117348,1.19285,-1.750431,-0.343886,-0.802011,-1.00697,1.00697,-0.775865,-1.009085,0.316761,-0.648873,2.069426,0.103587,-1.541764,-1.306792,1.82536,-1.132722,1.096736,-1.58045,-0.455102,1.455624,3
-1.199948,-0.914678,0.02475,0.024757,1.114237,0.656675,0.174785,1.201938,-1.750431,-0.343886,-0.786462,-1.00697,1.00697,-0.775865,-1.020618,0.172489,-0.777945,2.128716,0.018201,-2.148237,-1.306792,1.82477,-1.131212,1.055623,-1.655375,-0.419024,1.455624,3
-1.199948,-0.96929,-0.054744,-0.054682,2.629189,1.715438,0.68693,3.282271,-1.966762,0.599984,-0.459936,-1.00697,1.00697,-0.775865,-1.026943,0.385461,1.535654,1.66757,-1.533496,-2.116906,0.962991,2.173408,1.828522,1.676715,-0.078889,0.262294,1.455624,3
-1.199948,-0.907851,-0.076657,-0.076644,1.188751,0.645491,0.196324,1.30407,-1.498045,-0.232843,-0.786462,-1.00697,1.00697,-0.775865,-1.020618,0.514466,-0.623382,2.179223,0.094199,-2.008368,-1.306792,-2.235432,1.935139,1.135564,-1.565653,-0.356581,1.455624,3
-1.170633,-1.01025,-0.782402,-0.7824,0.421262,0.280143,0.026407,0.441284,-1.714376,-0.232843,-0.755364,-1.00697,1.00697,-0.775865,-0.949927,-0.45803,-0.750431,1.23497,0.187184,-1.753806,-1.306792,1.522515,1.680075,0.80438,-1.639639,-0.402373,1.455624,3
-1.199948,-0.994321,0.521571,0.52157,0.78405,0.291327,0.057518,0.862121,-1.389879,-0.177321,-0.459936,-1.00697,1.00697,-0.775865,-1.026943,-0.49009,-0.685288,1.494091,0.611878,-1.570857,-1.306792,1.702499,1.779594,0.941095,-1.601589,-0.31981,1.455624,3
0.784421,0.710043,-0.622281,-0.622302,-0.420507,-0.375992,-0.174622,-0.475555,1.782975,2.9319,-0.561004,-1.00697,1.00697,-0.775865,1.217697,-1.6351,1.368952,-0.55911,1.741116,1.04358,-1.306792,-0.394285,0.101973,-1.760419,-0.409125,2.927897,-1.292502,3
-1.195438,-0.930606,1.707946,1.70794,0.916078,0.686499,0.205897,1.022988,-1.317769,-0.232843,-0.786462,-1.00697,1.00697,-0.775865,-1.009457,0.397675,-0.743957,1.983785,-0.191911,-2.399442,-1.306792,1.754901,1.889834,1.034088,-1.635646,-0.271243,1.455624,3
-1.098475,-0.919229,3.206648,3.206625,0.509048,0.283871,0.019227,0.569129,-0.740886,-0.177321,-0.786462,-1.00697,1.00697,-0.775865,-0.773942,-0.135137,-0.690953,1.368922,0.361979,-1.354339,-1.306792,1.572202,1.721604,-1.643607,-1.604877,-0.237247,1.455624,3
-1.195438,-0.939708,0.276031,0.276096,2.246609,2.405126,0.856847,2.806393,-1.5341,0.544463,-0.444388,-1.00697,1.00697,-0.775865,-1.016526,1.348033,1.548602,1.836657,-1.761042,-2.369231,0.962991,2.105191,1.873978,1.723538,-0.086405,0.256743,1.455624,3
0.635593,0.553032,-0.925089,-0.925108,-0.42563,-0.383448,-0.172229,-0.479687,3.369402,4.264423,-0.561004,-1.00697,1.00697,-0.775865,1.587898,-1.25343,0.633358,-0.605224,1.244448,1.04358,0.962991,-0.541812,-1.334312,-0.224574,0.444884,4.544465,-1.376417,3
-1.199948,-1.007974,-0.709344,-0.709342,0.471792,0.201854,0.012047,0.498064,-1.425934,-0.288364,-0.770913,-1.00697,1.00697,-0.775865,-1.02099,-0.112237,-0.881527,1.463348,0.933304,-1.499803,-1.306792,1.551666,1.751203,0.819226,-1.715503,-0.396822,1.455624,3
0.362743,0.300449,-0.842169,-0.842188,-0.40933,-0.349896,-0.172229,-0.444206,3.874174,4.264423,-0.561004,-1.00697,1.00697,-0.775865,2.183194,-0.771763,0.163194,-0.447117,1.741116,1.04358,-1.306792,-0.171222,0.424993,-0.224574,-1.109054,4.805336,-0.886621,3
-1.199948,-0.930606,-0.123296,-0.123287,1.113539,0.477729,0.107775,1.195541,-1.714376,-0.288364,-0.802011,-1.00697,1.00697,-0.775865,-1.020246,0.063332,-0.690953,2.021116,0.437083,-1.578689,-1.306792,1.824534,1.897536,1.066064,-1.604877,-0.437757,1.455624,3
-1.199948,-0.964739,0.351116,0.351114,0.886738,0.3808,0.083843,0.980329,-1.353824,-0.177321,-0.444388,-1.00697,1.00697,-0.775865,-1.027316,-0.54276,-0.847539,1.696117,0.50861,-1.895913,-1.306792,-2.245936,1.836979,0.928533,-1.695774,-0.308015,1.455624,3
-1.195438,-0.9033,-0.241439,-0.241389,2.201435,1.801183,0.655818,2.718391,-2.074927,0.711028,-0.459936,-1.00697,1.00697,-0.775865,-1.016154,0.984683,0.792778,2.091385,-1.37703,-2.388253,-1.306792,2.096457,1.935139,1.567571,-0.743588,0.194301,1.455624,3
-0.994746,-0.978392,0.564252,0.564253,-0.048638,0.257774,0.043159,0.00546,1.097927,0.266854,-0.786462,-1.00697,1.00697,-0.775865,-0.521685,0.894609,1.475771,0.205076,-1.297009,-1.116561,0.962991,1.118879,1.192298,1.000643,-0.044128,0.680659,1.455624,3
-1.195438,-0.957913,0.176593,0.176656,2.216105,2.569159,0.837701,2.7201,-1.60621,0.599984,-0.459936,-1.00697,1.00697,-0.775865,-1.016154,1.128191,1.470106,1.713684,-1.858498,-2.393288,0.962991,2.09929,1.841208,1.702655,-0.040839,0.163773,1.455624,3
-1.195438,-0.910127,-0.627014,-0.626936,3.461411,2.30074,0.837701,4.499073,-2.183093,0.711028,-0.444388,-1.00697,1.00697,-0.775865,-1.016526,0.543473,1.582994,2.038683,-1.643916,-2.173973,0.962991,2.296269,-1.131212,1.771339,-0.10637,0.508595,1.455624,3
-1.195438,-0.971566,-0.022272,-0.022219,2.464328,1.670702,0.593595,3.064287,-1.750431,0.599984,-0.459936,-1.00697,1.00697,-0.775865,-1.016154,0.181649,1.682935,1.619259,-1.531708,-2.049769,-1.306792,2.145082,1.815535,1.617167,-0.226861,0.237317,1.455624,3
-1.204458,-0.994321,-0.822991,-0.822989,0.60382,0.39944,0.055125,0.655417,-1.60621,-0.177321,-0.770913,-1.00697,1.00697,-0.775865,-1.03178,-0.483983,-0.960832,1.592908,0.209984,-2.017879,-1.306792,-2.25821,1.788805,0.819226,-1.761539,-0.342011,1.455624,3
1.030212,0.987656,-0.734253,-0.734264,-0.32364,-0.327528,-0.133938,-0.338836,-1.317769,3.265031,-0.561004,-1.00697,1.00697,-0.775865,0.563243,-1.465639,1.287219,-0.352692,1.741116,1.04358,0.962991,0.500206,0.61361,0.411691,0.065325,1.466047,1.137168,3
-1.195438,-0.930606,0.541891,0.541892,0.947281,0.518737,0.100596,1.040746,-1.570155,-0.232843,-0.786462,-1.00697,1.00697,-0.775865,-1.009457,0.030508,-0.840256,1.983785,0.262735,-1.820943,-1.306792,1.766585,1.889834,0.98906,-1.691546,-0.335767,1.455624,3
-1.195438,-0.901025,-0.604689,-0.604598,3.724071,2.241092,0.873599,4.836428,-2.291258,0.711028,-0.459936,-1.00697,1.00697,-0.775865,-1.016154,0.791558,1.262942,2.106757,-1.594294,-1.991024,0.962991,2.329669,1.938763,1.847854,0.079417,0.508595,1.455624,3
-1.208968,-0.928331,-0.355088,-0.355019,3.043204,2.487142,0.921463,3.754632,-2.255203,0.599984,-0.475485,-1.00697,1.00697,-0.775865,-1.047779,0.65492,1.644091,2.016724,-1.725279,-2.506862,-1.306792,-2.196484,-1.131967,-1.559261,-0.249409,0.205402,1.455624,3
-1.199948,-0.962464,-0.599847,-0.599838,0.906298,0.336063,0.055125,0.978405,-1.570155,-0.343886,-0.786462,-1.00697,1.00697,-0.775865,-1.020618,-0.09468,-0.701473,1.790542,0.723192,-1.278809,-1.306792,1.751242,1.841208,1.000643,-1.610984,-0.39821,1.455624,3
-1.199948,-0.926055,-0.148093,-0.148031,2.234966,2.006225,0.861633,2.810239,-2.110982,0.711028,-0.444388,-1.00697,1.00697,-0.775865,-1.027316,1.283913,1.454326,1.961825,-1.54646,-2.53036,-1.306792,2.102948,1.905238,1.67231,-0.359566,0.291434,1.455624,3
-1.195438,-0.905576,-0.56411,-0.564014,3.709634,2.528151,1.091381,4.833592,-2.183093,0.711028,-0.459936,-1.00697,1.00697,-0.775865,-1.016154,0.919799,1.074795,2.076014,-1.716338,-2.330067,0.962991,-2.187515,1.931514,1.878362,0.188634,0.527328,1.455624,3
-0.956412,-0.996596,0.63724,0.637214,-0.382552,-0.264151,-0.138724,-0.436095,1.097927,0.100288,-0.786462,-1.00697,1.00697,-0.775865,-0.42867,0.842702,-0.347838,-0.198976,0.868929,-0.970538,-1.306792,0.142953,0.822463,0.040863,-1.405702,0.548836,0.81766,3
-1.193183,-0.996596,-0.721517,-0.721517,0.494844,0.295055,0.045552,0.52389,-1.570155,-0.288364,-0.770913,-1.00697,1.00697,-0.775865,-1.004248,-0.361085,-0.960832,1.496287,0.500564,-2.027949,-1.306792,1.564413,1.760868,0.789208,-1.761539,-0.395434,1.455624,3
-1.204458,-0.910127,-0.20898,-0.208907,3.21575,3.221566,1.134458,3.987708,-2.147037,0.655506,-0.491034,-1.00697,1.00697,-0.775865,-1.036989,0.792322,1.714495,2.115541,-1.900074,-2.742961,-1.306792,-2.194006,1.938763,1.75584,-0.208541,0.235235,1.455624,3
-1.093965,-0.916953,3.243155,3.243131,0.570988,0.19067,0.014441,0.661438,-0.704831,-0.177321,-0.770913,-1.00697,1.00697,-0.775865,-0.763525,-0.571004,-0.709565,1.351355,0.808578,-1.345387,-1.306792,1.60454,1.716621,0.862297,-1.615916,-0.126931,1.455624,3
-1.204458,-0.812279,-0.570196,-0.570094,3.870769,3.389328,1.467113,5.019542,-2.147037,1.099681,-0.475485,-1.00697,1.00697,-0.775865,-1.037361,1.679323,1.701142,2.785301,-1.748525,-2.734569,0.962991,2.34749,2.078602,1.917027,-0.174953,0.502351,1.455624,3
-1.199948,-1.007974,0.545917,0.545933,1.044847,0.62685,0.198717,1.171541,-1.570155,0.266854,-0.459936,-1.00697,1.00697,-0.775865,-1.026943,0.401491,0.308856,1.399666,-0.558042,-1.585403,-1.306792,1.801401,1.751203,1.248786,-1.024499,-0.26153,1.455624,3
-1.199948,-0.973841,0.048749,0.048821,2.203065,1.965217,0.730007,2.711398,-1.930707,0.599984,-0.444388,-1.00697,1.00697,-0.775865,-1.027316,1.282386,1.084911,1.632435,-1.672974,-1.955777,0.962991,2.096811,-1.141632,1.75584,0.182762,0.176956,1.455624,3
-1.199948,-0.962464,0.336908,0.33697,2.117142,2.39767,0.864027,2.646215,-1.461989,0.655506,-0.428839,-1.00697,1.00697,-0.775865,-1.027316,1.233532,1.493169,1.707097,-1.805747,-2.459306,0.962991,2.079816,1.841208,1.698413,-0.054227,0.256049,1.455624,3
-1.195438,-0.960188,-0.612015,-0.612006,0.969402,0.36216,0.131707,1.045472,-1.642265,-0.232843,-0.786462,-1.00697,1.00697,-0.775865,-1.009457,-0.339712,-0.690953,1.772975,0.585949,-2.037461,-1.306792,1.774728,1.836979,1.000643,-1.604877,-0.407923,1.455624,3
-0.780525,-0.61886,-0.868861,-0.868857,0.310656,0.201854,0.014441,0.133731,-1.67832,-1.509844,1.639157,-1.00697,1.00697,-0.775865,-0.231478,0.315997,-0.670722,0.859465,0.529174,-1.47071,-1.306792,1.452056,1.674638,0.833909,-1.593133,-1.657468,1.455624,3
-1.199948,-0.92378,0.339085,0.339094,1.1487,0.611938,0.138887,1.253173,-1.60621,-0.343886,-0.786462,-1.00697,1.00697,-0.775865,-1.020618,0.345004,-0.601937,2.065034,0.07274,-1.654778,-1.306792,1.835982,-1.132722,1.116313,-1.553204,-0.376702,1.455624,3
-1.199948,-1.001147,0.558096,0.558154,1.421372,1.663246,0.622313,1.694711,-1.281714,0.544463,-0.459936,-1.00697,1.00697,-0.775865,-1.026943,1.760237,1.162193,1.447976,-1.615752,-1.908781,0.962991,-2.228586,-1.147069,1.68112,0.137901,0.00281,1.455624,3
-1.199948,-0.962464,-0.626207,-0.6262,0.949143,0.283871,0.083843,1.023214,-1.498045,-0.288364,-0.802011,-1.00697,1.00697,-0.775865,-1.020246,-0.396962,-0.753264,1.792738,0.980244,-1.70625,-1.306792,-2.243575,1.841208,0.977314,-1.641048,-0.407229,1.455624,3
1.438361,1.365392,-0.170899,-0.170927,-0.437738,-0.37972,-0.188981,-0.507123,1.350313,0.322375,-0.802011,-1.00697,1.00697,-0.575579,-0.477038,0.513702,-0.960832,-0.587657,1.29407,-0.355113,-1.306792,-1.336574,-1.326595,-1.845727,-1.761539,0.972751,-1.572335,4
1.294043,1.215208,-0.324238,-0.324265,-0.435875,-0.390905,-0.188981,-0.504487,1.133982,0.988637,-0.786462,-1.00697,1.00697,-0.575579,-0.10535,-1.525943,0.002561,-0.6184,1.741116,1.04358,-1.306792,-1.104897,-1.343071,-1.825334,-1.2023,1.046295,-1.569527,4
0.437156,0.348235,-0.440871,-0.440895,-0.437273,-0.383448,-0.179409,-0.506476,1.386368,0.544463,-0.786462,-1.00697,1.00697,-0.575579,1.982282,1.079338,1.736749,-0.635967,0.251112,-0.355113,-0.1719,-1.268121,-1.353173,-1.796604,-0.195622,0.982464,-1.546705,4
1.51052,1.433658,-0.487898,-0.487923,-0.436807,-0.390905,-0.186588,-0.505858,1.350313,0.599984,-0.802011,-1.00697,1.00697,-0.575579,-0.641489,-0.435893,0.002561,-0.6184,1.741116,-0.075374,-1.306792,-1.207694,-1.343071,-1.825334,-1.2023,0.953325,-1.569527,4
0.112442,0.020561,-0.150104,-0.150132,-0.438204,-0.394633,-0.191375,-0.50779,1.025817,0.599984,-0.786462,-1.00697,1.00697,-0.575579,2.168684,-0.617568,-0.286336,-0.635967,1.741116,1.04358,-1.306792,-1.415531,-1.353173,-1.845727,-1.370001,0.924185,-1.596562,4
0.466471,0.373266,-0.204822,-0.204849,-0.438204,-0.402089,-0.188981,-0.507795,0.989762,1.044159,-0.770913,-1.00697,1.00697,-0.575579,1.928333,-1.25343,1.736749,-0.668906,1.741116,1.04358,-0.1719,-1.415531,-1.379767,-1.825334,-0.195622,0.915859,-1.601829,4
0.103422,0.013734,-0.685976,-0.686,-0.437273,-0.390905,-0.188981,-0.506543,1.061872,0.544463,-0.786462,-1.00697,1.00697,-0.575579,2.146732,0.109895,0.002561,-0.6184,1.741116,1.04358,-1.306792,-1.268121,-1.343071,-1.825334,-1.2023,0.890882,-1.569527,4
0.022243,-0.065909,-0.215532,-0.215559,-0.436807,-0.383448,-0.186588,-0.505967,0.917651,0.599984,-0.755364,-1.00697,1.00697,-0.575579,1.940239,0.177833,-0.286336,-0.603028,1.244448,-0.075374,-1.306792,-1.207694,-1.334312,-1.825334,-1.370001,0.820808,-1.55794,4
0.029008,-0.063634,-0.895791,-0.895814,-0.437505,-0.394633,-0.188981,-0.507832,0.196548,-0.677017,-0.786462,-1.00697,1.00697,-0.575579,1.965911,-0.299255,0.388161,-0.635967,1.741116,1.04358,-1.306792,-1.301168,-1.353173,-1.825334,-0.978463,-0.527258,-1.580411,4
0.259014,0.168469,-0.423318,-0.423343,-0.436807,-0.394633,-0.186588,-0.505952,1.025817,0.544463,-0.786462,-1.00697,1.00697,-0.575579,2.414988,-0.10842,1.062252,-0.635967,1.741116,1.04358,-1.306792,-1.207694,-1.353173,-1.809525,-0.58716,0.838847,-1.563909,4
0.281564,0.200327,-0.507751,-0.507775,-0.434944,-0.368536,-0.181802,-0.503349,1.278203,0.544463,-0.786462,-1.00697,1.00697,-0.575579,2.338344,0.502252,-0.286336,-0.570089,0.709334,-0.554846,-1.306792,-2.522226,-1.319678,-1.809525,-1.370001,0.915165,-1.504572,4
0.513825,0.423327,-0.176818,-0.176846,-0.438204,-0.398361,-0.188981,-0.507877,0.953706,0.544463,-0.770913,-1.00697,1.00697,-0.575579,1.808157,-0.10842,0.927515,-0.651339,1.741116,1.04358,-1.306792,-1.415531,-1.365134,-1.825334,-0.665374,0.766691,-1.591295,4
1.409046,1.326708,-0.129555,-0.129583,-0.438204,-0.394633,-0.188981,-0.507676,1.566644,0.599984,-0.786462,-1.00697,1.00697,-0.575579,-0.373977,-0.10842,0.927515,-0.651339,0.995891,1.04358,-1.306792,-1.415531,-1.365134,-1.825334,-0.665374,1.132327,-1.591295,4
0.908444,0.823819,-0.38765,-0.387676,-0.436807,-0.394633,-0.188981,-0.505729,1.170037,0.988637,-0.786462,-1.00697,1.00697,-0.575579,0.83708,-1.25343,0.388161,-0.635967,1.741116,1.04358,-1.306792,-1.207694,-1.353173,-1.825334,-0.978463,1.110125,-1.580411,4
-0.002562,-0.088664,-0.279125,-0.279146,-0.420973,-0.353624,-0.167443,-0.487258,0.5571,-0.288364,-0.786462,-1.00697,1.00697,-0.575579,1.889267,-1.138929,0.491743,-0.587657,-0.362682,1.04358,0.962991,-0.406087,-1.326595,-0.106294,0.52709,0.161692,-1.264413,4
1.456401,1.381321,-0.135682,-0.135709,-0.438204,-0.383448,-0.188981,-0.507864,0.989762,0.711028,-0.786462,-1.00697,1.00697,-0.575579,-0.505315,1.609096,-0.286336,-0.603028,1.244448,1.04358,-1.306792,-1.415531,-1.334312,-1.825334,-1.370001,0.788893,-1.55794,4
0.8656,0.778308,-0.223025,-0.223052,-0.43704,-0.394633,-0.188981,-0.506037,1.278203,1.044159,-0.770913,-1.00697,1.00697,-0.575579,0.954279,-2.01677,0.927515,-0.651339,0.995891,1.04358,-1.306792,-1.236963,-1.365134,-1.825334,-0.665374,1.134408,-1.591295,4
0.360488,0.268592,-0.332223,-0.332249,-0.437273,-0.398361,-0.188981,-0.506585,0.881596,0.599984,-0.802011,-1.00697,1.00697,-0.575579,2.16794,-1.6351,0.927515,-0.651339,1.741116,1.04358,-1.306792,-1.268121,-1.365134,-1.825334,-0.665374,0.833296,-1.591295,4
-0.018346,-0.113695,-0.435491,-0.435517,-0.43704,-0.394633,-0.188981,-0.506257,1.025817,0.599984,-0.802011,-1.00697,1.00697,-0.575579,1.855409,-2.01677,0.927515,-0.651339,0.995891,1.04358,-1.306792,-1.236963,-1.365134,-1.825334,-0.665374,0.850641,-1.591295,4
-0.381396,-0.477778,-0.165129,-0.165157,-0.438204,-0.394633,-0.191375,-0.507785,0.953706,0.655506,-0.786462,-1.00697,1.00697,-0.575579,0.968789,-0.617568,-0.286336,-0.635967,1.741116,1.04358,-1.306792,-1.415531,-1.353173,-1.845727,-1.370001,0.933898,-1.596562,4
1.49699,1.417729,0.017885,0.017857,-0.436574,-0.390905,-0.184195,-0.505605,1.278203,0.544463,-0.786462,-1.00697,1.00697,-0.575579,-0.593121,-0.362612,1.062252,-0.635967,1.102287,0.110932,-1.306792,-1.180077,-1.353173,-1.809525,-0.58716,0.877006,-1.563909,4
0.915209,0.826094,-0.193828,-0.193854,-0.438204,-0.398361,-0.184195,-0.50773,1.458479,0.711028,-0.786462,-1.00697,1.00697,-0.575579,0.831499,0.65492,0.388161,-0.66671,0.847024,1.04358,0.962991,-1.415531,-1.379767,-1.796604,0.587218,1.033112,-1.580411,4
-0.185214,-0.282083,-0.458751,-0.458777,-0.437273,-0.394633,-0.188981,-0.506597,0.773431,0.599984,-0.786462,-1.00697,1.00697,-0.575579,1.445398,-1.6351,0.927515,-0.651339,0.995891,1.04358,-1.306792,-1.268121,-1.365134,-1.825334,-0.665374,0.815951,-1.591295,4
0.527355,0.443807,-0.78683,-0.786853,-0.437273,-0.387176,-0.188981,-0.506347,1.061872,0.988637,-0.786462,-1.00697,1.00697,-0.575579,1.751976,0.65492,-0.286336,-0.603028,1.741116,1.04358,-1.306792,-1.268121,-1.334312,-1.825334,-1.370001,1.157997,-1.55794,4
1.370712,1.303953,-0.244028,-0.244054,-0.431218,-0.364808,-0.181802,-0.497824,1.530589,0.544463,-0.770913,-1.00697,1.00697,-0.575579,-0.309611,0.019058,-0.286336,-0.539346,1.102287,0.244087,-1.306792,-0.773372,0.159056,-1.796604,-1.370001,1.145509,-1.432945,4
-0.609147,-0.707606,-0.317176,-0.317201,-0.437273,-0.390905,-0.186588,-0.506644,1.242148,0.211332,-0.802011,-1.00697,1.00697,-0.575579,0.417395,0.400728,1.062252,-0.635967,1.102287,1.04358,-1.306792,-1.268121,-1.353173,-1.809525,-0.58716,0.752121,-1.563909,4
-0.613657,-0.703054,0.050362,0.050334,-0.436574,-0.37972,-0.181802,-0.505776,1.133982,0.211332,-0.770913,-1.00697,1.00697,-0.575579,0.401769,0.845755,-0.690953,-0.570089,1.741116,-1.354339,-1.306792,-1.180077,-1.319678,-1.825334,-1.604877,0.679965,-1.534767,4
1.702192,1.627077,-0.039299,-0.039309,-0.408631,-0.316344,-0.114792,-0.470836,0.917651,0.100288,-0.81756,-1.00697,1.00697,-0.775865,-1.118842,0.140429,-1.500186,-0.6184,-1.570154,1.04358,0.962991,-2.436306,-1.343071,0.595555,1.683384,0.384404,-0.631014,5
1.772096,1.718098,2.415723,2.41568,-0.42889,-0.34244,-0.179409,-0.4952,1.133982,0.711028,1.499217,1.50851,-1.50851,-0.195034,0.022639,0.927433,-0.539221,-0.519583,0.847024,0.344234,-1.306792,-2.486701,0.347673,-1.78569,-1.516799,0.869374,-1.284778,5
0.579219,0.496144,-0.869728,-0.86968,-0.257509,-0.126214,0.105382,-0.305758,0.052327,-0.288364,1.771322,-1.00697,1.00697,-0.575579,2.417964,-1.448845,-2.054512,-0.62938,-2.270675,1.04358,0.962991,0.729287,-1.334312,1.508676,2.005163,-0.317034,1.42578,5
0.098912,0.009183,0.3072,0.307176,-0.427725,-0.368536,-0.162656,-0.495339,0.809486,-0.177321,-0.724267,-1.00697,1.00697,0.425854,2.115851,0.327447,-0.421073,-0.620596,-0.322001,1.04358,0.962991,-0.616875,-1.343071,-0.004818,1.05697,0.210952,-1.312515,5
1.666112,1.588393,0.43576,0.435737,-0.427027,-0.357352,-0.153083,-0.49397,0.917651,-0.177321,-0.833109,-1.00697,1.00697,-0.775865,-1.036245,0.230503,-0.960832,-0.635967,-1.052921,0.749295,0.962991,-0.590674,-1.353173,0.124393,1.370294,0.397586,-1.300577,5
0.121461,0.04104,0.198123,0.198177,-0.18905,-0.036741,0.160426,-0.217206,0.340769,0.100288,-0.724267,-1.00697,1.00697,0.425854,2.170544,-0.534364,-2.012836,-0.554718,-2.247428,1.04358,0.962991,0.891804,0.101973,1.62663,1.980971,-0.079753,1.455273,5
1.706702,1.629352,0.069663,0.069642,-0.426096,-0.364808,-0.153083,-0.493043,0.953706,-0.232843,-0.786462,-1.00697,1.00697,-0.775865,-1.102844,-0.051933,-0.960832,-0.635967,-0.813305,0.749295,0.962991,-0.557509,-1.353173,0.124393,1.370294,0.312942,-1.300577,5
1.929943,1.90469,2.427315,2.427273,-0.412357,-0.308888,-0.167443,-0.472647,1.170037,0.599984,1.499217,1.50851,-1.50851,-0.195034,-0.346817,0.28012,-1.15343,-0.359279,1.586885,-1.108169,-1.306792,-0.22268,0.71479,-1.776227,-1.87334,0.896432,-0.747582,5
0.096657,0.009183,0.317674,0.317657,-0.403509,-0.349896,-0.131545,-0.464796,0.845541,0.211332,-0.739815,-1.00697,1.00697,0.425854,2.115479,-1.014505,-1.15343,-0.603028,-0.742672,1.04358,0.962991,-0.084712,-1.334312,0.437468,1.482095,0.328205,-0.747582,5
