A1,A2,A3,A4,A5,Class
-0.724964,-0.609601,0.267571,1.112448,-0.138041,2
-0.767398,0.183795,0.41253,0.33291,-0.138041,1
-0.480059,-0.787119,1.142986,0.790523,2.982071,2
-0.726176,0.082356,0.580139,-1.030617,-0.552418,1
0.896016,-0.869236,-0.964577,-0.424014,-0.02918,1
0.061884,-0.248527,-0.038201,0.227819,1.356171,2
-0.267889,1.364833,0.036544,-0.124703,0.195567,1
-0.775885,-0.178486,1.381941,-1.380478,-0.608604,1
2.029611,-1.20012,-0.973637,-0.422683,-0.220565,1
-0.790433,-1.080567,-0.236386,-0.099428,1.273647,1
-0.683742,-0.724324,0.93574,1.22286,1.091041,1
-0.482484,1.279093,0.38082,0.195892,-0.580511,1
-0.463085,0.154813,1.751133,-1.405753,0.738118,1
2.381207,-1.159062,-0.977035,-0.417362,-0.245147,1
0.151602,-0.000968,-0.517244,-0.675435,-0.011621,1
-0.740725,-1.029848,-0.158245,1.736345,2.622125,2
0.109168,1.210259,-1.408513,-0.789838,-0.329427,1
1.18578,1.210259,-1.437958,-0.224473,0.230683,1
-0.80377,-0.959807,-0.262434,0.535111,-0.880758,2
-0.837717,-1.111965,-0.503654,0.503184,3.047036,1
-0.514006,-0.742438,2.537081,-1.251442,0.774991,2
-0.366093,0.980814,0.665075,-1.093139,-0.138041,1
-0.669193,0.832279,0.287956,0.218507,-0.138041,1
-0.273951,1.41676,-1.399453,-0.197868,0.237707,1
0.048548,0.310594,-0.456089,-0.216492,-0.466382,1
-0.745575,0.152397,1.166768,-1.34456,-0.634942,1
-0.649795,0.002654,2.261886,-1.554743,-0.138041,1
2.092656,-1.138532,-0.982697,-0.414702,-0.02918,1
0.158876,-0.849915,0.618643,1.439694,2.488682,2
-0.566139,-0.168826,0.995762,-1.373826,-0.706931,2
0.434091,-0.765382,0.984437,0.291672,0.341301,2
-0.865602,-0.884935,0.585801,2.237856,-1.382926,1
-0.398828,-0.986374,1.039929,0.894284,-0.789455,2
-0.854691,-0.958599,-0.017816,0.314286,-0.138041,2
-0.918948,-1.249632,-0.717695,-0.805801,-0.138041,1
1.354304,-0.8475,-0.987227,-0.344197,-0.499743,1
-0.524918,1.333435,-1.459475,0.08681,-0.4418,1
-0.574626,1.082253,-1.409646,-0.107409,-0.329427,1
-0.643733,1.983126,-1.357551,-0.197868,0.149915,1
2.424853,-1.10955,-0.653143,-0.417362,0.051588,1
-0.612211,2.444431,-1.668986,-0.075483,-0.450579,1
-0.368518,0.837109,0.497467,-0.989378,-0.445312,1
-0.747999,-0.800403,0.825889,0.33158,1.863606,2
-0.269101,2.136492,-1.346226,-0.128694,1.507173,1
-0.828018,-1.104719,-0.261301,0.145342,1.907502,1
-0.221818,-0.705002,1.302667,1.506208,1.134936,2
0.411056,-0.327022,-1.085754,-0.40539,-0.030936,1
-0.009647,1.01342,0.078446,1.31864,-0.898316,1
0.132204,1.51216,-1.353021,0.759927,-0.636697,2
1.775007,-1.761656,-0.761862,-0.435986,-0.255682,1
-0.4352,0.81658,0.486142,0.277039,-0.510278,1
-0.872877,-1.063661,0.001436,0.390111,0.743386,2
-0.688592,0.011108,-0.029141,0.617588,-0.138041,2
-0.775885,-0.459858,-0.075573,1.506208,-0.138041,2
-0.179383,-0.804026,1.530297,0.834422,2.070794,2
-0.65222,-0.824555,-0.154847,-0.990709,1.600232,1
-0.812257,-0.900634,-0.161642,1.241484,1.356171,2
-0.333358,0.517094,0.190562,-0.921535,0.485279,1
-0.754061,0.189833,1.46801,-1.658504,-0.663035,1
-0.384279,1.09916,0.090903,-0.866994,-0.415463,1
-0.665556,-0.090331,1.761325,-1.34057,-0.138041,1
-0.362456,0.858846,-0.243181,-0.200528,-0.385614,1
-0.518856,1.978296,-1.53422,-0.036905,1.535266,1
-0.581901,-0.150712,1.550682,-1.319285,-0.612116,1
-0.663131,-0.883728,0.063723,1.045935,1.779326,2
-0.528555,0.745331,-0.08803,-0.123373,-0.138041,1
-0.467935,1.957767,0.204152,0.33424,-0.541883,2
-0.36973,1.228373,-1.487788,-0.781856,0.093728,1
-0.385492,0.815372,-1.307722,-0.811122,-0.313624,1
-0.731026,-1.07936,-0.445897,0.77456,2.432496,1
-0.846204,-0.709833,0.210947,2.380195,-0.138041,1
-0.893488,-1.105927,-0.380213,-1.625247,3.57203,2
1.933831,-0.033574,-1.18428,-0.35617,0.35008,1
-0.255765,1.896179,-1.360949,-0.201859,-0.512033,1
0.146752,0.247798,0.645823,0.195892,2.218284,2
0.172213,0.506226,0.816829,0.709376,1.136692,2
-0.136949,1.9155,0.016159,-0.79915,-0.332939,1
-0.806195,-1.110757,-0.3519,-1.361854,3.092688,1
-0.632821,-0.861991,-0.470812,1.180292,1.352659,2
1.840476,-0.686888,-0.527436,-0.233785,-0.828083,1
-0.638883,-1.137325,-0.061983,1.116439,1.465033,2
-0.710415,0.346822,0.718302,0.422038,-0.879002,1
0.6305,0.611287,1.130529,-1.002681,-0.390881,2
-0.475209,-0.837839,1.085229,0.998045,2.957489,2
-0.338208,2.276574,-1.619156,-0.877636,-0.138041,1
-0.844992,-0.828178,0.711507,2.384186,-0.138041,1
0.805086,0.651138,-0.111813,0.693413,1.101575,1
-0.116339,1.39623,0.846274,-1.015984,-0.436533,1
-0.642521,0.213985,2.09088,-1.407083,-0.691128,1
1.091213,-0.795572,-0.98383,-0.412041,-0.018645,1
-0.579476,-0.043235,0.983305,1.178962,-0.138041,2
-0.623122,-0.07101,1.035399,1.313319,-0.138041,2
-0.781947,-0.663944,1.83154,-1.697082,2.887256,2
-0.141799,2.103887,-1.460608,-0.841718,-0.364544,1
-0.03632,0.187418,0.379688,1.939876,-1.179249,2
-0.876514,-0.918748,0.085241,0.598964,-0.138041,2
-0.701928,-0.300455,-0.417585,0.066856,0.84698,1
-0.694654,-0.086708,1.987823,-1.424377,2.079573,1
-0.375792,0.779144,0.456697,-0.941489,-0.617383,2
2.396968,-0.854745,-0.212604,0.38346,0.566047,1
0.372259,-0.806441,-0.495727,-0.216492,-0.447068,1
-0.34427,1.096744,-0.071043,0.020296,-0.777164,1
-0.689804,-0.605979,0.406868,0.82777,-1.154668,2
-0.367306,0.837109,0.497467,-0.989378,-0.447068,1
2.029611,-0.783496,-0.65201,-0.313601,0.041053,1
0.594128,-0.142258,0.97198,-1.206212,-0.508522,1
0.219496,0.647515,-0.469679,-0.20851,-0.425998,1
-2.926684,-0.700172,-1.078959,-0.69938,-0.299578,1
-0.657069,-0.548014,0.607318,0.320937,-0.138041,2
0.046123,1.782664,-1.375671,-0.779196,-0.487452,1
-0.446112,1.035156,-1.386996,-0.0103,0.67842,2
-0.786796,-0.329437,1.952716,-1.372496,-0.138041,1
-0.627972,0.537623,0.534839,1.975793,-1.260017,1
3.553599,-1.829282,-0.594253,-0.272363,-0.262705,1
-0.797708,-0.858368,0.227934,1.696437,-1.051074,1
-0.311535,2.150983,-1.591977,-0.882957,-0.468138,1
-0.629184,0.165681,1.015015,-1.141029,-0.513789,1
-0.728601,-0.53473,0.625438,2.280425,-1.288111,1
-0.763761,-0.783496,-0.279421,0.521808,2.139272,2
0.254656,0.47362,1.196213,0.300983,-0.501498,2
-0.604936,-0.27268,1.727351,0.940843,1.918037,2
-0.716477,0.146359,0.602788,0.181259,-0.522568,1
-0.871664,-1.031055,-0.209207,0.598964,1.510684,1
-0.486121,-0.819725,1.085229,0.943504,-1.500566,2
0.341949,2.213779,-1.574989,-0.15796,0.146403,1
-0.665556,-0.53956,1.51784,0.602955,0.590629,2
2.643086,-0.948938,-1.006479,-0.626215,-0.222321,1
2.486686,-0.921163,-0.98383,-0.618233,-0.220565,1
1.09485,-0.895804,1.743205,-1.168965,-0.473405,1
-0.124825,1.865989,0.768132,-1.110433,-0.490963,1
-0.832868,-0.99362,-0.298673,0.747954,1.408846,1
-0.146649,1.386569,1.145251,0.465937,-0.531348,2
-0.58675,-0.543183,0.046736,0.738642,1.380753,2
-0.737088,-1.133702,-0.192219,1.599327,1.947886,2
-0.31881,0.931302,0.086373,-0.881627,-0.58929,2
0.858432,0.122207,-1.209195,-0.712682,-0.299578,1
0.494711,0.453091,-1.203533,-0.286996,-0.301334,1
-1.215986,-0.934447,-1.625951,-1.83676,-0.138041,2
-0.467935,-0.801611,0.243789,2.55313,-1.475985,1
0.768714,-0.841461,-0.66107,-0.333555,-0.264461,1
-0.669193,0.087187,2.389857,-1.742311,-0.138041,1
0.247382,-0.301662,-1.102741,-0.643508,-0.243391,1
0.603827,-0.529899,0.900633,1.652538,-1.021224,2
-0.075117,0.41807,-0.260169,-0.216492,-0.311869,1
-0.627972,-0.870444,-0.242049,1.185613,-0.138041,2
2.333923,-1.790639,-0.672395,-0.400069,-0.00811,1
0.53957,2.043507,-1.390393,-0.768554,-0.371567,1
0.031574,0.492942,-1.501377,-0.811122,-0.138041,1
-0.052081,0.451883,0.837214,0.444653,0.948818,2
-0.360031,-0.869236,0.917621,1.057907,1.860095,2
-0.007223,-0.371703,1.494058,0.87699,1.693291,2
-0.504307,-1.047962,1.346834,0.987403,-1.337274,2
-0.587963,0.630609,-0.075573,-0.152639,-0.355764,1
-0.861965,-1.034678,-0.567073,-0.836397,-0.138041,2
-0.511581,-0.353589,1.547285,1.043274,0.801328,1
2.440615,-1.828075,-0.727887,-0.373463,-0.23988,1
1.680439,-0.863198,-0.682587,-0.402729,-0.264461,1
-0.551591,1.51216,-1.288469,-0.220482,-0.73678,1
-0.512794,-0.760552,0.860996,2.11015,-0.138041,2
1.320356,-0.831801,-0.98836,-0.337546,-0.476917,1
-0.717689,-1.154231,-0.197882,1.528823,1.55458,2
-0.618273,1.594278,-1.44362,-0.813783,-0.67357,1
-0.843779,-0.544391,0.468022,-1.822127,-0.771896,1
-0.843779,-0.980336,-0.024611,2.167352,-1.600649,2
-0.627972,1.003759,0.239259,0.622909,-0.908851,1
-0.317597,1.141426,-1.394923,-0.067501,-0.592802,1
-0.849841,-1.150608,-0.232989,2.320333,-1.307425,1
-0.828018,-0.967052,-0.357563,-1.208873,1.889944,2
-0.201207,1.51216,-1.305457,-0.201859,-0.605092,1
-0.71284,0.61008,0.762469,0.869009,-0.996643,1
-0.25334,-0.040819,0.388748,1.097815,-0.894805,2
-0.602511,0.87213,0.47595,0.608276,1.886432,2
-0.756486,-0.488841,1.02634,0.505845,0.69949,2
-0.671618,0.06545,2.251693,-1.568046,-0.138041,1
-0.653432,-0.772628,-0.033671,0.716028,-0.138041,2
-0.783159,-1.02864,0.102228,2.682167,-1.52866,1
-0.387916,-1.096266,-0.460619,1.362539,2.269203,2
-0.818319,-0.979128,-0.251109,0.500524,-0.138041,1
2.749777,-0.831801,0.338918,-0.868324,-0.303089,1
-0.701928,-0.854745,-0.13333,1.07121,2.365774,2
-0.897125,-1.050377,-0.499124,0.03759,-0.138041,1
-0.587963,-0.300455,2.453277,-1.650523,-0.138041,1
-0.732238,-1.066076,-0.144655,1.945197,2.049724,2
-0.637671,0.549699,-0.343973,-0.237776,-0.308357,1
0.597765,0.135491,-1.203533,-0.704701,-0.004598,1
0.50926,0.764653,-0.203544,0.420708,1.164785,1
-0.689804,-0.293209,2.706954,-1.521486,-0.775408,1
-0.305473,-2.52124,0.427252,-1.280708,-0.138041,1
-0.338208,1.845459,-1.621421,-0.852361,-0.413707,1
-0.614635,-0.497294,-0.227327,2.011711,-1.335518,1
0.198886,0.792428,1.174696,-1.411074,-0.48394,2
-0.796495,-0.127767,0.925548,-1.444331,-0.138041,1
0.106743,0.781559,-1.336034,-0.736627,-0.31538,1
-0.786796,-0.964637,-0.091428,-1.514835,-0.138041,1
2.755839,-1.966949,-1.014407,-0.632866,-0.227589,1
-0.333358,0.994098,0.158852,0.271717,-0.849153,2
-0.433988,1.513368,-1.423236,1.359878,-0.859688,1
-0.15756,0.036467,1.652606,1.053916,-0.871979,2
-0.780734,-0.356004,1.461216,-1.536119,-1.235436,1
-0.926222,-1.207366,-0.503654,-1.154332,-0.138041,1
-0.478846,-1.003281,0.312871,0.951485,1.252577,1
0.346798,1.815269,0.321931,-0.863003,-0.39966,2
-0.655857,1.417967,0.386483,0.241121,0.337789,1
-0.825593,-1.08419,-0.270361,2.064921,-1.305669,1
0.173425,0.489319,0.530309,-1.474927,1.693291,2
1.487668,-0.87769,1.488395,-1.122405,-0.42073,1
0.095831,1.780249,-1.297529,-0.744609,-0.324159,1
-0.007223,1.206636,0.460095,0.809147,1.242042,2
-0.594025,1.259771,-1.355286,-0.102088,-0.343474,1
-0.427926,1.748851,-1.633879,0.290341,1.628325,1
-0.334571,-0.905465,0.815696,1.241484,2.946954,2
-0.003585,0.238137,-0.291878,-0.781856,-0.138041,1
-0.109064,1.192145,-1.257892,-0.764563,-0.33645,1
-0.521281,1.78991,-0.011021,0.270387,1.921549,1
-0.429138,-0.468312,1.046724,0.477909,-0.687617,2
1.447658,1.067762,-1.417573,0.163966,0.372906,1
0.179487,0.441015,1.077302,0.837082,-0.850909,2
0.021875,1.403476,-1.546677,-0.890938,-0.376834,1
1.560412,0.021976,-1.065369,-0.288326,-0.25217,1
0.360135,1.143841,0.833816,-1.071855,-0.396149,2
-0.814682,-1.171138,-0.431175,0.704055,2.662509,1
-0.756486,-0.637376,0.39894,1.983775,-1.382926,2
-0.635246,-0.290794,1.328714,0.943504,2.425472,2
0.089769,-0.795572,0.70811,1.330612,2.306076,2
0.78205,-0.643414,-1.013274,-0.394748,0.021739,1
-0.220605,2.044714,0.069386,-1.030617,-0.375079,1
1.924132,0.055789,-0.118608,0.551074,-0.561197,1
0.246169,1.119689,0.590331,0.537771,-0.536615,1
-0.537042,0.085979,1.447626,0.557726,1.563359,2
-1.342076,-2.086502,-2.247688,-2.096163,1.150739,1
-1.152941,-0.384987,1.668461,1.043274,-0.8632,1
-0.785584,-0.417592,0.056928,0.835752,-0.747315,1
-0.905612,-1.118003,-0.236386,0.144012,0.631013,1
0.331037,1.340681,-1.321312,-1.039929,1.438695,1
-0.706778,-0.318569,-0.308866,0.120067,0.78377,1
-0.546741,-0.446575,1.632222,0.939513,0.620478,1
2.109629,-0.241282,0.806637,-0.956122,-0.354009,1
-0.174534,-0.494879,1.155443,0.471258,0.537954,1
-0.425501,0.980814,-1.450415,-0.793829,-0.327671,1
-0.860753,-0.895804,0.114685,1.551437,-1.681417,2
0.777201,-0.558882,-0.357563,-0.682086,-0.253926,1
0.146752,1.050855,1.224525,-1.117084,0.813619,1
-0.794071,-0.377741,2.065965,-1.419056,-0.138041,1
-0.547953,1.281508,-0.054056,0.18658,-0.887781,1
-0.627972,-0.208677,1.422711,0.710707,1.802152,2
-0.614635,-0.497294,0.901766,3.174366,-1.379414,2
-0.612211,-0.27751,0.695653,2.076894,-0.138041,2
-0.393978,1.428836,-1.366611,-0.220482,-0.373323,1
0.571093,0.798466,-1.257892,-0.171262,-0.443556,1
-0.10179,2.28382,-1.704093,0.105434,0.195567,1
-0.632821,-0.044442,0.959523,-1.182268,-0.596313,1
-0.82923,-0.936862,-0.349635,-1.186258,1.80742,2
-1.157791,-1.999555,-0.06991,-1.518826,2.418449,2
-0.811044,-1.008111,-0.025743,1.915931,-0.138041,1
1.020893,1.230788,-1.367744,0.040251,0.817131,1
-0.55644,0.050959,0.188297,1.982445,-1.217878,2
-0.107852,1.531482,-0.094825,0.03626,-0.982596,1
-0.43035,1.378116,1.599379,-1.04525,-0.501498,2
3.269897,-1.956081,-0.67013,-0.418693,-0.016889,1
-0.863178,-1.046754,-0.440235,0.632221,1.837269,1
-1.234172,0.560568,-2.006468,-1.383138,-0.691128,1
2.592165,-1.085398,0.760204,-0.884287,-0.362788,1
-0.762548,-0.977921,-0.230724,1.629923,-1.509346,2
-0.754061,-0.668774,1.002557,0.82644,-1.051074,2
-0.681317,-0.605979,0.641293,0.476579,2.074306,2
-0.175746,1.042402,0.127143,-0.861672,-0.359276,1
0.876618,-0.649452,-0.977035,-0.598279,-0.046738,1
-0.095728,1.281508,-1.22958,-0.253739,0.125333,1
-0.037533,1.637751,0.335521,0.338231,0.813619,2
1.365215,-0.04565,0.480479,0.894284,-0.638453,1
-0.744362,0.008692,1.377411,-1.693091,-0.138041,1
-0.607361,0.556945,0.688858,-1.049241,-0.555929,1
-0.727389,-0.151919,2.164492,-1.509514,-0.907095,1
-0.670406,-0.246112,2.312848,-1.619926,-0.138041,1
-0.21818,2.22344,-1.389261,-0.777865,-0.361032,1
0.243744,1.501292,0.315136,-0.986718,-0.431265,2
-0.09694,0.738086,-1.228447,-0.727315,-0.285531,1
-0.464298,1.933614,0.183767,0.907586,-0.701663,2
-0.918948,-1.185629,-0.089163,-0.860342,-0.620895,2
-1.308129,-2.516409,-2.724466,-2.517859,-0.138041,1
-0.825593,-0.729154,0.293619,-0.530435,-0.138041,2
-0.849841,-1.202535,-0.262434,1.296025,2.03041,1
-0.378217,-0.115691,0.122613,0.552404,-1.419798,2
0.571093,1.849082,-1.367744,-0.884287,-0.436533,1
0.081283,2.053167,-1.342829,-0.775205,-0.355764,1
-0.01086,0.345614,-1.209195,-0.289656,-0.290799,1
-0.711627,-0.59028,0.978775,0.641533,-0.840374,2
-0.094515,0.207947,0.242657,0.098782,0.271067,1
1.219727,-0.810064,-0.700707,-0.255069,-0.354009,1
-0.698291,-0.910295,-0.330383,1.262769,-1.619963,2
-0.832868,-0.825763,0.068253,0.153323,-0.138041,1
0.437729,-0.502125,-0.590856,-0.392087,0.044565,1
1.914433,-0.124144,-1.146908,-0.632866,-0.138041,1
-0.710415,-0.756929,-0.138992,0.43268,-0.138041,1
-0.654645,1.79474,-1.325842,-0.223143,0.144647,1
-0.203632,1.686055,0.256247,0.23447,-0.538371,1
0.264355,0.629401,-1.155968,-0.672774,0.032274,1
1.576173,-0.235244,-1.032527,-0.376124,-0.246903,1
-0.82923,-0.99362,-1.648601,1.643226,2.953977,1
-1.055949,-0.733985,0.500864,1.149696,-0.138041,2
-0.538254,1.565295,-1.398321,-0.184565,-0.138041,1
-0.809832,-0.304077,0.275499,-0.126033,-0.138041,1
-0.158773,1.640167,0.521249,0.112085,0.704758,1
-0.667981,0.089602,2.406844,-1.525477,-0.138041,1
-0.895912,-1.202535,0.11695,0.102773,-0.979085,2
3.17533,-0.996035,-0.554616,0.291672,-0.413707,1
-0.824381,-0.753306,-0.279421,0.153323,2.418449,2
3.16563,-0.858368,-0.595386,-0.316262,0.364126,1
0.05461,1.717453,-1.414176,-0.771214,-0.348741,1
-0.581901,-0.39344,0.636763,-0.974745,-0.478673,1
-0.940771,-1.186836,-0.387008,-1.255432,-0.138041,1
-0.488546,-0.662736,1.426108,1.462309,-1.177493,2
-0.293349,1.865989,-1.358684,1.061898,-0.750826,1
0.329825,-0.481595,1.043327,0.344882,-0.599825,2
-0.116339,0.399956,-1.278277,-0.715343,0.039298,1
-0.540679,0.048543,1.336642,0.613597,2.188435,2
-1.229323,-0.394648,0.705845,-1.470936,1.59672,2
-0.443687,-0.311323,1.678654,-1.206212,-0.506766,1
0.990583,1.095537,0.372893,0.259745,-0.440044,1
-0.326084,0.581097,0.101095,-0.034245,0.195567,1
-0.272738,0.851601,-0.145787,1.834785,-1.030004,1
1.541013,-0.773836,-0.977035,-0.439977,-0.206519,1
-0.424288,-0.922371,0.43971,2.003729,-0.138041,2
-0.264252,0.727217,-1.334901,-0.829746,-0.138041,1
-0.615848,0.973569,-1.424368,-0.078144,-0.138041,1
-0.310323,-0.110861,1.118071,-1.187589,-0.540127,2
0.171,-0.999658,0.598258,1.233503,1.475568,2
1.379764,0.083564,0.062591,0.068186,-0.591046,1
-0.123613,-0.091539,1.161106,-1.159653,-0.829839,2
1.543438,-0.097577,-0.505919,-0.20851,-0.255682,1
-0.433988,0.790013,-0.11068,-0.201859,-0.304845,1
-1.259633,2.224647,-1.590844,-0.94681,-0.427753,1
-0.424288,0.622156,-1.308854,-0.739288,-0.31538,1
-0.539467,0.107716,0.856466,1.547446,-1.012445,2
-0.33942,1.536312,0.357038,0.166626,-0.476917,1
-0.627972,1.364833,-0.132197,-0.856351,0.279846,1
0.351648,1.856328,-1.367744,-0.795159,0.35008,1
0.584429,1.516991,0.345713,0.205204,-0.429509,1
-0.564927,-0.521446,0.626571,0.781211,-0.96855,2
-0.780734,-0.9429,-0.108415,-1.53745,3.07513,1
-0.818319,-0.463481,1.397796,0.968779,-1.075655,1
-0.544316,-0.895804,1.196213,2.755331,-1.483008,2
-0.115126,1.424005,-1.408513,-0.131354,-0.645477,1
-0.578263,1.530274,-0.031406,-1.239469,-0.138041,1
-0.714052,-0.645829,2.115795,1.109788,0.985691,2
1.970203,-1.190459,-0.708635,-0.322913,-0.246903,1
2.89769,-0.566128,-0.591988,0.404744,-0.629674,1
-0.655857,-0.756929,0.383085,1.389144,-1.23368,1
0.263143,1.373286,-1.435693,1.330612,-0.798234,1
-0.293349,-0.439329,1.207538,-1.425707,2.432496,2
0.103106,-0.775043,1.025207,0.618918,0.88912,1
0.88268,-0.097577,-1.112933,-0.360161,-0.013377,1
-0.402465,0.402372,1.120336,0.38479,-0.857932,1
0.575942,-0.078255,-1.109536,-0.378785,0.028763,1
-0.606149,-0.241282,1.443096,-1.529468,2.054992,2
0.438941,0.055789,-0.07444,1.876023,-1.014201,1
-0.503095,-0.27751,2.225646,-1.593321,-0.731512,1
-0.493395,0.893867,-1.242037,-0.761902,-0.290799,1
-0.575839,-0.395855,2.064833,-1.874008,-0.857932,1
0.468039,-0.649452,2.200731,-1.333918,-0.552418,2
0.287391,0.733255,-1.245435,-0.249748,0.09724,1
1.237913,-1.826867,-0.588591,-0.326904,-0.31538,1
0.411056,1.646205,-1.276012,-0.741948,0.2658,1
1.001495,-0.830593,1.710363,-1.301992,-0.52608,1
-0.320022,1.746436,-0.000829,-0.876305,-0.411951,1
0.794174,0.787597,0.932343,-0.890938,-0.354009,2
-0.764973,-0.614432,0.036544,1.181622,-1.202075,1
-0.350332,-0.976713,1.600512,0.791853,0.915457,2
-0.634034,-0.002176,2.178082,-1.544101,-0.791211,1
0.709306,1.126934,-1.291867,-0.199198,0.192055,1
-0.277588,-0.345136,0.856466,1.174971,2.392111,2
-2.258651,0.378219,-1.911339,-1.070525,-0.138041,1
0.562606,1.355172,0.518984,-0.993369,0.249997,2
-0.483696,2.218609,-1.550075,0.022957,-0.543638,1
-0.681317,-1.046754,0.005966,0.754605,1.242042,2
-0.792858,-0.073425,0.556356,0.093461,-0.485696,1
-0.898337,-1.111965,-0.339443,-1.24612,-1.939524,1
0.785688,-0.602356,-1.024599,-0.388096,0.002425,1
-0.903187,-1.069699,-0.517244,0.032269,-0.138041,1
-0.596449,0.389088,-0.043863,-0.165941,-0.138041,1
0.300727,-0.913918,1.218863,0.511166,-0.575243,2
-0.665556,1.828553,-1.373406,-0.201859,0.135868,1
-0.328509,-0.782289,1.346834,-1.3419,-0.771896,2
-0.013285,2.152191,-1.52969,0.295662,-0.594557,1
0.372259,-0.806441,-0.495727,-0.216492,-0.447068,1
-0.587963,0.277988,1.778313,-1.415065,-0.138041,1
1.721661,-1.806338,-0.394935,1.530153,-0.933433,1
-0.356394,-0.343928,1.193948,-1.309973,0.49757,1
-0.648583,-0.624093,0.564284,0.862357,-0.803501,2
-0.589175,1.844252,-1.416441,-0.780526,0.197322,1
-0.054506,-0.261811,1.473673,-1.397771,1.2596,2
2.586103,-0.074632,-0.37908,0.08947,-0.42073,1
-0.7383,-0.971883,-0.280554,-1.502863,-0.138041,2
-0.821956,-1.161477,-0.230724,1.347906,3.043525,2
-0.641308,0.889036,0.752277,0.496533,-0.138041,1
-0.82923,-0.935655,-0.157112,2.139416,-0.138041,1
-0.665556,2.241554,-1.46627,1.096485,-0.84213,1
-0.544316,-0.541975,0.1396,1.635244,-1.96235,2
-3.053986,-3.064662,-0.355298,-0.261721,-0.138041,1
-0.095728,2.349031,-1.738068,-0.020942,0.183276,1
-0.31396,0.868507,-0.029141,-0.05952,0.213125,1
-0.658282,0.007485,1.794168,-1.396441,-0.138041,2
-0.497033,-0.610809,1.325317,0.722679,2.028654,2
-0.292137,0.809334,-1.360949,-0.787177,-0.138041,1
-0.083604,0.13066,0.837214,-1.115754,-0.422486,2
-0.83893,-0.645829,-0.535364,0.161305,-0.138041,2
0.609889,-0.127767,-0.409657,-0.036905,-0.831595,1
-0.689804,-0.916333,1.618632,0.575019,0.943551,1
-0.756486,-1.006903,-0.07444,2.067582,2.483415,2
0.306789,-0.445367,2.028593,-1.419056,-0.792966,2
-0.480059,-0.009422,1.21773,-1.267405,-1.058097,2
0.909352,0.218816,-1.118596,-0.35883,-0.276752,1
-0.373368,0.93251,-0.211472,-0.169932,-0.369811,1
-0.472784,-0.033574,1.991221,-1.591991,0.955842,2
2.050222,-1.163892,-0.666733,-0.244427,-0.257438,1
3.168055,-1.896908,-0.7109,-0.630206,-0.2311,1
-1.306916,-0.772628,0.119215,1.02199,-1.916698,2
-1.098383,-1.924683,-1.794692,-2.233181,-1.519881,2
-0.159985,0.739293,-0.144655,-0.027593,-0.640209,2
-0.322447,2.009694,-1.349624,-0.816443,0.195567,1
-0.347907,2.548285,-1.546677,0.189241,-0.138041,1
0.29709,-2.741024,-1.48439,1.596666,-1.161691,1
0.235258,0.674083,1.372881,-1.14369,-0.443556,2
1.988389,-1.166307,-0.71996,-0.430665,-0.030936,1
0.885104,1.616014,-1.389261,0.165296,0.411534,1
-0.158773,0.210362,0.10789,-0.914883,0.158694,1
0.371046,0.431354,-1.277144,-0.714013,-0.138041,1
0.93845,-0.823347,-0.668998,-0.326904,-0.006354,1
-0.139374,-0.353589,-1.162763,-0.336216,-0.308357,1
-0.840142,-0.945316,0.535971,2.586387,-0.138041,1
-0.204844,-0.026328,0.669605,0.789192,2.499217,2
-1.132331,-0.772628,0.155455,1.749647,-1.59187,2
-0.604936,-0.237659,2.456674,-1.807494,-1.019469,1
-0.726176,-0.24732,2.064833,-1.661165,-0.138041,1
-0.74315,-0.16641,0.601656,0.132039,-0.569976,1
-0.198782,0.93251,0.965185,-1.049241,-0.471649,1
-0.823168,-0.573373,-0.475342,0.222497,-0.138041,2
-0.763761,-0.876482,-0.172967,2.068912,1.594964,1
-0.688592,-0.356004,1.009352,-1.532129,2.153318,2
-0.815894,-0.8475,0.173575,1.925243,-0.943968,2
0.506835,-0.375326,-1.150306,-0.393417,-0.243391,1
-0.118763,0.67529,-0.37002,-0.179244,-0.668302,1
-0.312748,2.231893,-1.467403,-0.127363,0.643304,1
-0.412164,2.503604,-1.580652,-0.918874,-0.404928,1
2.222382,-0.346343,-0.580663,-0.420023,-0.229345,1
-0.848629,-0.730362,-0.575001,0.006994,1.394799,2
0.860856,-0.218337,-1.040454,-0.626215,-0.022156,1
0.965123,0.38305,-1.345094,0.113415,0.836445,2
-0.124825,0.593173,0.09883,-0.229794,0.093728,1
0.871768,-0.841461,-0.966842,-0.418693,-0.013377,1
-0.243641,1.694509,0.301546,-0.042226,-0.138041,1
-0.85954,-0.56975,1.114674,-1.516165,0.623989,1
-0.335783,-0.299247,1.183756,0.52846,2.267447,2
-0.695866,0.505018,0.845141,0.145342,-0.138041,1
-0.687379,1.262186,0.258512,0.215846,0.302672,1
0.598978,-0.178486,-1.141246,-0.389427,-0.25217,1
3.425084,-1.875171,-0.685985,-0.626215,-0.217054,1
-0.193932,0.833486,0.016159,-0.864333,-0.35752,1
-0.710415,-0.157957,2.174684,-1.796852,-0.138041,1
-0.709203,-0.182109,1.26756,-1.264744,-0.138041,1
-0.186658,0.942171,-1.423236,-0.780526,-0.354009,1
1.875636,-0.085501,-0.431175,0.810477,-0.620895,1
3.164418,-0.435706,-1.072164,-0.345528,0.474744,1
-0.788009,-0.271472,0.140733,1.16965,-0.138041,2
-0.454598,0.089602,1.693376,1.147035,-1.130086,2
