A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,Class
-0.357123,-0.331732,-0.204084,0.224222,-0.657716,-0.058097,-0.325875,-1.738692,0.080234,0.072073,-0.162794,-0.985253,0.894099,-0.670575,-1.045623,-0.458577,-0.304708,-0.261799,-0.390674,-0.619124,-0.535004,1
1.156176,1.920603,-0.204084,0.578117,-0.657716,-0.058097,-0.325875,-0.935914,-0.27787,-0.615322,-0.529601,-0.432714,0.929271,0.556216,-1.045623,-0.458577,1.201028,1.405924,1.297793,-0.508619,-0.535004,1
-1.221865,-0.894816,-0.204084,-0.129673,-0.657716,-0.058097,-0.325875,-1.604895,0.199601,-0.552831,0.185672,-1.11681,0.683065,-1.28397,-1.045623,-0.458577,-1.057576,-0.769367,-1.08141,-0.619124,-0.535004,1
0.93999,-0.331732,-0.161032,1.285908,-0.657716,-0.058097,-0.325875,1.806911,-1.113444,1.634332,-0.584622,-0.748451,0.823754,-0.280232,-0.70483,0.958478,0.516603,0.608317,0.530308,-0.655959,-0.535004,1
-1.546143,-0.894816,-0.204084,-0.483568,-0.657716,-0.058097,-0.325875,-1.604895,0.199601,-0.615322,1.451155,-0.827385,0.436858,-1.060917,-0.364037,0.958478,-0.852248,-0.769367,-0.927913,-0.582289,-0.535004,1
-0.032845,-0.894816,0.011178,0.224222,-0.657716,-0.058097,-0.325875,1.539319,1.632015,-0.36536,-1.226533,-0.274846,-0.090727,-0.726338,1.33993,0.958478,-0.236265,-0.334309,-0.237177,-0.655959,1.135214,1
-1.221865,0.231352,-0.204084,0.578117,-0.309619,-0.058097,-0.325875,-1.002812,-0.158502,0.009582,0.130651,0.277693,-0.934863,-0.893628,-0.70483,-0.458577,-0.852248,-0.769367,-0.927913,-0.398115,1.135214,1
-0.032845,-0.894816,-0.117979,1.285908,0.73467,-0.058097,-0.325875,1.004133,1.035176,-0.615322,-1.409937,-0.590582,0.120307,-1.060917,-0.70483,-0.458577,-0.304708,-0.841876,-0.697667,-0.28761,1.135214,1
-0.140937,1.920603,-0.204084,-0.483568,1.082767,-0.058097,-0.325875,-1.80559,0.915808,-0.615322,-0.969769,0.751297,-0.618312,0.611979,0.31755,-0.458577,0.242833,0.245769,0.300063,0.375418,1.135214,1
-0.032845,-0.894816,-0.204084,0.932013,-0.309619,-0.058097,-0.325875,-0.668321,-0.27787,-0.615322,3.835398,0.514495,-0.934863,-0.391759,1.680724,0.958478,0.17439,0.10075,0.146566,-0.250775,1.135214,1
0.507619,0.231352,-0.161032,-0.129673,1.430863,-0.058097,-0.325875,0.201355,0.677072,-0.615322,-0.47458,0.830231,-0.829346,0.444689,1.33993,-0.458577,0.311275,0.173259,0.300063,0.485922,1.135214,1
-0.789494,-0.05019,-0.204084,0.224222,-0.309619,-0.058097,-0.325875,-1.136608,-0.158502,-0.615322,0.479117,-0.485337,0.049963,-0.949391,-0.364037,0.958478,-0.09938,-0.261799,-0.313925,-0.434949,1.135214,1
1.156176,-0.613274,-0.204084,0.224222,-0.657716,-0.058097,-0.325875,-0.266932,-0.635973,-0.552831,0.369075,-0.669517,1.245822,0.556216,-1.386417,-0.458577,1.201028,1.405924,1.374541,-0.619124,-0.535004,1
0.507619,3.04677,-0.204084,-0.129673,-0.657716,-0.058097,-0.325875,0.268253,-0.516605,-0.615322,-1.098151,-0.564271,0.999616,0.388926,-0.364037,-0.458577,0.653488,0.970866,0.837302,-0.508619,-0.535004,1
-1.438051,0.512893,-0.204084,1.993698,-0.657716,-0.058097,-0.325875,0.602744,-0.516605,0.197053,0.09397,1.566949,-1.356931,1.169611,2.021517,-0.458577,-0.852248,-0.479328,-0.620919,-0.398115,-0.535004,1
1.372361,-0.331732,-0.204084,-0.129673,0.73467,-0.058097,-0.325875,-1.270404,0.080234,0.384525,-0.272836,0.382938,-0.477622,0.054347,0.31755,-0.458577,0.721931,0.825847,0.990799,0.228078,1.135214,1
-0.897587,-0.894816,-0.204084,1.285908,1.77896,-0.058097,1.729943,1.204828,-0.397238,-0.615322,-0.437899,0.304004,-1.04038,-1.005154,0.999137,2.375533,-1.399789,-1.711993,-1.695398,-0.36128,-0.535004,1
1.804732,-0.894816,-0.204084,-1.545253,0.386574,-0.058097,-0.325875,0.000661,-0.27787,0.322034,-0.199475,1.724817,-1.145897,1.838769,0.31755,-0.458577,1.474799,1.405924,1.45129,-0.398115,1.135214,1
-0.032845,-0.894816,-0.204084,0.932013,-0.657716,-0.058097,-0.325875,1.87381,-1.113444,0.322034,-0.272836,-1.169432,1.245822,-0.503285,-0.70483,-0.458577,-0.09938,0.173259,0.069817,-0.655959,-0.535004,1
0.615712,1.920603,-0.182558,1.285908,0.73467,-0.058097,-0.325875,0.201355,0.080234,-0.615322,1.249411,0.830231,-0.618312,0.779268,2.021517,-0.458577,1.680126,0.680827,0.837302,1.406794,1.135214,1
-0.140937,2.765228,-0.204084,2.347593,-0.657716,-0.058097,3.785762,-1.270404,0.438337,-0.615322,-1.501638,0.882854,-1.110725,0.11011,0.999137,0.958478,0.516603,-0.04427,0.530308,2.106657,1.135214,1
-0.897587,-0.05019,-0.204084,-0.129673,-0.309619,-0.058097,-0.325875,-1.002812,-0.397238,-0.177889,0.038949,-0.432714,-0.020382,-0.949391,-0.70483,-0.458577,-0.783806,-0.624347,-0.774416,-0.582289,-0.535004,1
-1.113772,-0.05019,-0.204084,-0.837463,-0.657716,-0.058097,-0.325875,-0.668321,-0.516605,-0.615322,0.845924,0.22507,-0.970035,-1.060917,-0.70483,-0.458577,-0.852248,-0.551838,-0.851164,-0.545454,1.135214,1
2.020918,-0.894816,-0.204084,-0.129673,-0.309619,-0.058097,-0.325875,0.736541,-0.994076,3.071611,-0.126114,-0.432714,0.577548,-0.001416,-0.364037,2.375533,1.474799,1.478434,1.528038,-0.545454,1.135214,1
-0.573309,-0.894816,-0.204084,1.993698,1.082767,-0.058097,-0.325875,-0.066237,0.915808,-0.615322,0.62584,1.145968,-1.532793,-0.001416,1.33993,0.958478,-0.578478,-0.841876,-0.774416,-0.066601,1.135214,1
-1.113772,-0.894816,-0.204084,-1.545253,-0.657716,-0.058097,-0.325875,-1.002812,-0.27787,-0.615322,1.597878,0.146136,-0.970035,-1.228207,-0.364037,-0.458577,-0.852248,-0.696857,-1.004661,-0.545454,1.135214,1
0.399526,2.483686,-0.204084,-0.483568,0.73467,-0.058097,-0.325875,0.602744,1.035176,-0.615322,-1.428277,1.724817,-1.462448,1.3369,-0.023243,-0.458577,1.543241,0.463298,1.604787,1.480464,1.135214,1
-0.24903,-0.894816,-0.204084,0.224222,-0.657716,-0.058097,-0.325875,-1.203506,-0.397238,-0.615322,0.864264,-1.037876,0.753409,-1.005154,-1.386417,-0.458577,-0.578478,-0.261799,-0.467422,-0.582289,-0.535004,1
-0.897587,-0.331732,-0.204084,-0.129673,0.038477,-0.058097,-0.325875,-0.735219,-0.397238,0.009582,0.259033,-0.432714,-0.020382,-0.949391,-1.045623,-0.458577,-0.783806,-0.551838,-0.774416,-0.582289,-0.535004,1
-1.221865,-0.894816,-0.204084,-1.191358,-0.657716,-0.058097,-0.325875,-0.467626,-0.755341,0.134563,-0.034412,-1.248366,0.436858,-1.953128,-1.045623,-0.458577,-0.852248,-0.986896,-1.08141,-0.582289,1.135214,1
-0.357123,-0.613274,-0.161032,1.285908,0.038477,-0.058097,-0.325875,0.40205,1.751382,-0.615322,-0.199475,-0.222223,0.049963,-0.391759,0.31755,-0.458577,0.037505,-0.261799,-0.160428,-0.36128,-0.535004,1
-1.221865,-0.894816,-0.204084,-0.129673,-0.657716,-0.058097,-0.325875,-1.471099,-0.158502,-0.615322,0.515798,-1.037876,0.401686,-1.562786,-1.386417,-0.458577,-0.852248,-0.914386,-1.08141,-0.619124,-0.535004,1
-0.24903,-0.894816,-0.204084,0.932013,1.082767,-0.058097,-0.325875,-0.467626,-0.27787,0.197053,-0.602962,0.777608,-1.49762,-0.726338,0.999137,-0.458577,0.379718,-0.189289,0.069817,0.891106,1.135214,1
0.075248,1.357519,-0.182558,0.932013,0.73467,-0.058097,-0.325875,0.803439,-0.158502,-0.615322,-0.547941,1.014411,-0.477622,1.392664,0.658344,-0.458577,0.858816,0.825847,0.914051,0.522757,-0.535004,1
-0.032845,-0.894816,-0.161032,0.932013,0.73467,-0.058097,-0.325875,0.870337,1.035176,-0.615322,-1.299895,-0.143289,-0.372105,-0.893628,-1.045623,-0.458577,-0.167823,-0.769367,-0.467422,0.007069,1.135214,1
-0.357123,1.357519,0.097283,0.578117,-0.657716,-0.058097,-0.325875,-0.869015,0.915808,-0.615322,1.652899,1.251213,-1.462448,0.333163,0.31755,-0.458577,1.474799,0.825847,0.990799,0.743766,1.135214,1
0.93999,2.765228,0.075757,-0.129673,-0.657716,-0.058097,-0.325875,-0.133136,-0.158502,-0.615322,-0.676324,1.672195,-1.49762,1.169611,0.31755,-0.458577,1.269471,1.695963,1.528038,-0.177105,1.135214,1
-2.086607,1.075977,-0.204084,1.993698,0.038477,-0.058097,1.729943,-1.872488,1.751382,-0.615322,0.735882,1.488015,-0.794173,1.894532,0.31755,-0.458577,0.516603,-0.116779,-0.160428,3.506382,-0.535004,1
0.93999,-0.613274,-0.204084,0.224222,3.519442,-0.058097,-0.325875,-1.604895,2.706325,-0.615322,-1.153172,1.935308,-1.532793,1.67148,2.703104,0.958478,0.379718,-0.551838,-0.237177,1.959317,-0.535004,1
0.075248,1.075977,-0.204084,0.578117,0.038477,-0.058097,-0.325875,1.071032,-0.397238,-0.615322,-0.804706,0.330315,-0.125899,0.500452,-0.364037,-0.458577,0.790373,0.680827,0.683805,-0.140271,1.135214,1
-1.329958,0.231352,-0.161032,-0.837463,0.386574,-0.058097,-0.325875,0.602744,0.080234,-0.615322,1.066008,0.461872,-0.44245,0.2774,-0.023243,-0.458577,-0.920691,-0.841876,-1.004661,0.154408,-0.535004,1
0.831897,0.231352,-0.204084,-1.545253,-0.657716,-0.058097,-0.325875,-0.133136,-0.27787,-0.615322,1.451155,0.777608,-0.829346,0.333163,-1.045623,-0.458577,1.064143,1.188395,1.067547,-0.434949,1.135214,1
-0.897587,1.075977,-0.204084,-1.545253,-0.657716,-0.058097,-0.325875,-0.200034,-0.516605,-0.615322,-0.089433,-0.853696,0.858926,-0.447522,-0.364037,-0.458577,0.037505,0.173259,0.069817,-0.582289,-0.535004,1
1.372361,1.075977,-0.204084,-0.129673,-0.657716,-0.058097,-0.325875,-0.668321,-0.516605,-0.615322,-0.236156,-0.485337,1.140305,0.779268,-1.386417,-0.458577,1.201028,1.333414,1.297793,-0.545454,-0.535004,1
-0.357123,0.794435,-0.204084,0.578117,-0.657716,-0.058097,-0.325875,-0.601423,-0.397238,-0.615322,-0.016072,-0.459026,0.296169,-0.503285,0.658344,0.958478,-0.09938,0.02824,-0.08368,-0.545454,-0.535004,1
-1.329958,-0.05019,-0.204084,0.578117,1.430863,-0.058097,-0.325875,-1.471099,0.199601,-0.615322,-0.694664,0.067202,-0.794173,-1.11668,-0.023243,-0.458577,-1.057576,-1.639483,-1.618649,0.559592,-0.535004,1
-0.573309,1.075977,-0.204084,0.932013,0.386574,-0.058097,-0.325875,0.201355,0.677072,-0.36536,-0.419559,1.856374,-1.49762,1.559953,1.33993,-0.458577,-0.304708,-0.116779,-0.160428,-0.140271,-0.535004,1
0.399526,-0.331732,0.829176,-0.129673,0.73467,-0.058097,-0.325875,1.004133,1.512647,-0.615322,-0.914748,0.540806,-0.44245,0.444689,0.999137,-0.458577,0.17439,-0.914386,0.300063,-0.398115,-0.535004,1
-0.573309,-0.05019,-0.204084,0.932013,1.082767,-0.058097,-0.325875,-0.534525,1.512647,-0.615322,1.634558,1.514327,-1.49762,0.835032,0.999137,-0.458577,-0.304708,-0.624347,-0.467422,0.117574,-0.535004,1
1.588547,-0.331732,-0.204084,0.932013,-0.657716,-0.058097,-0.325875,-0.33383,-0.755341,0.134563,-0.199475,-0.906319,1.773407,0.890795,-1.045623,-0.458577,1.748569,1.768473,1.758284,-0.582289,-0.535004,1
0.723805,0.231352,-0.182558,1.285908,1.082767,-0.058097,-0.325875,1.071032,-0.158502,-0.615322,-0.364538,-0.011732,0.049963,0.054347,0.658344,-0.458577,0.653488,0.173259,0.376811,0.228078,1.135214,1
0.507619,0.512893,-0.204084,0.224222,-0.657716,-0.058097,-0.325875,0.736541,-0.874709,-0.615322,2.038046,-0.643205,1.527201,1.058084,-0.364037,-0.458577,0.790373,1.840982,1.758284,0.301748,1.135214,1
0.075248,-0.894816,-0.204084,-0.837463,1.082767,-0.058097,-0.325875,-1.136608,0.318969,-0.615322,-0.621303,0.830231,-0.934863,0.2774,2.021517,2.375533,0.721931,0.02824,0.300063,1.14895,1.135214,1
0.723805,-0.05019,-0.204084,1.285908,0.73467,-0.058097,-0.325875,-0.601423,2.586957,-0.615322,2.478214,1.488015,-1.532793,0.723505,0.31755,-0.458577,0.379718,0.463298,0.530308,0.228078,1.135214,1
1.264268,-0.894816,-0.053401,-0.837463,-0.657716,-0.058097,-0.325875,-0.400728,-0.158502,-0.615322,1.396134,1.724817,-1.181069,1.783006,1.33993,0.958478,0.516603,0.970866,0.837302,-0.471784,-0.535004,1
0.183341,0.794435,-0.204084,-1.191358,-0.657716,-0.058097,-0.325875,0.736541,-0.27787,-0.615322,-0.713004,-0.459026,0.61272,-0.001416,-0.364037,-0.458577,0.242833,0.608317,0.530308,-0.398115,-0.535004,1
-1.978514,-0.05019,-0.204084,1.285908,0.038477,-0.058097,1.729943,-1.537997,0.318969,-0.615322,0.350735,0.988099,-0.794173,0.835032,-0.364037,2.375533,-0.304708,-0.914386,-0.697667,0.964776,-0.535004,1
0.183341,-0.331732,0.592387,-0.483568,-0.309619,-0.058097,-0.325875,1.204828,0.79644,-0.615322,-0.547941,-0.143289,0.085135,-0.168706,-0.364037,-0.458577,0.037505,-0.334309,0.223314,-0.582289,1.135214,1
-1.221865,-0.613274,-0.204084,-0.129673,-0.657716,-0.058097,-0.325875,-1.738692,0.438337,-0.615322,1.451155,-0.590582,0.366514,-0.670575,-0.70483,-0.458577,-0.852248,-0.624347,-0.927913,-0.545454,-0.535004,1
-0.897587,-0.613274,-0.204084,-0.483568,-0.657716,-0.058097,-0.325875,-0.601423,-0.635973,0.134563,0.112311,-0.748451,0.331341,-1.060917,-0.70483,-0.458577,-0.441593,-0.406818,-0.467422,-0.655959,1.135214,1
-1.00568,1.357519,-0.204084,-0.129673,-0.657716,-0.058097,-0.325875,-0.066237,-0.397238,-0.615322,0.204012,0.567118,-1.075552,-0.503285,0.658344,-0.458577,-0.304708,-0.116779,-0.313925,-0.434949,1.135214,1
-0.357123,1.075977,-0.182558,-1.545253,-0.657716,-0.058097,-0.325875,1.338624,-0.516605,-0.615322,-0.988109,-0.643205,0.647892,-0.335996,-0.023243,-0.458577,-0.030938,0.245769,0.069817,-0.545454,-0.535004,1
0.723805,-0.331732,-0.161032,-0.129673,1.082767,-0.058097,-0.325875,1.071032,-0.039134,-0.552831,0.167332,2.172111,-0.653484,3.567428,0.999137,-0.458577,0.311275,-0.986896,0.376811,-0.066601,-0.535004,1
-0.24903,0.794435,-0.204084,0.224222,1.430863,-0.058097,-0.325875,-0.601423,-0.039134,-0.615322,-0.969769,0.646052,-1.251414,-0.614812,0.31755,-0.458577,0.379718,-0.261799,0.300063,1.664638,1.135214,1
-0.897587,0.231352,-0.204084,-0.129673,-0.657716,-0.058097,-0.325875,-1.002812,-0.397238,-0.615322,-0.346198,-0.53796,0.718237,-0.001416,-0.70483,-0.458577,-0.715363,-0.261799,-0.620919,-0.36128,-2.205223,1
-0.357123,1.357519,0.549335,0.224222,-0.657716,-0.058097,-0.325875,-0.266932,-0.397238,-0.615322,-0.566282,0.461872,-0.794173,-0.280232,0.31755,0.958478,-0.304708,0.535808,0.300063,-0.066601,1.135214,1
0.291434,-0.894816,-0.204084,1.285908,-0.657716,-0.058097,-0.325875,-0.668321,-0.397238,-0.615322,1.377794,-0.880007,0.823754,-0.559048,-0.70483,0.958478,0.037505,0.173259,0.069817,-0.619124,-0.535004,1
0.93999,-0.894816,-0.204084,0.224222,-0.657716,-0.058097,-0.325875,-0.400728,-0.635973,-0.615322,0.809243,-1.011564,1.140305,-0.335996,-1.386417,-0.458577,0.927258,0.825847,0.760554,-0.508619,1.135214,1
-0.573309,0.794435,-0.204084,-0.837463,2.823249,-0.058097,-0.325875,-2.073182,2.348221,-0.615322,-0.823046,1.145968,-1.286586,0.388926,0.658344,0.958478,-0.09938,-0.334309,-0.160428,0.264913,1.135214,1
0.183341,-0.331732,-0.204084,0.932013,-0.657716,-0.058097,-0.325875,0.000661,-0.635973,-0.490341,0.937626,-0.906319,0.929271,-0.447522,-1.045623,-0.458577,0.105948,0.245769,0.069817,-0.619124,-0.535004,1
-2.518978,-0.05019,-0.204084,0.578117,-0.309619,-0.058097,-0.325875,0.937235,-0.516605,-0.615322,0.479117,-0.169601,-0.055554,-0.447522,-0.364037,-0.458577,-1.742001,-1.639483,-2.07914,-0.103436,-2.205223,1
-0.032845,-0.613274,-0.204084,-0.837463,2.127056,-0.058097,-0.325875,-0.935914,0.080234,-0.42785,0.845924,0.435561,-1.005208,-0.670575,0.658344,-0.458577,-0.09938,-0.334309,-0.08368,0.264913,1.135214,1
0.183341,1.357519,-0.204084,0.932013,0.73467,-0.058097,-0.325875,-1.404201,0.318969,-0.615322,-0.401219,0.935477,-1.04038,0.333163,-0.023243,2.375533,0.242833,0.245769,0.223314,-0.103436,1.135214,1
0.291434,0.231352,0.893755,-0.129673,0.038477,-0.058097,-0.325875,1.071032,0.557705,-0.615322,-0.327857,0.146136,0.085135,0.444689,1.33993,-0.458577,0.311275,-0.189289,0.376811,-0.508619,-0.535004,1
0.075248,0.512893,-0.204084,-1.545253,-0.657716,-0.058097,-0.325875,0.535846,-0.158502,-0.615322,-1.171512,0.330315,-0.125899,0.500452,-0.023243,-0.458577,0.858816,0.898356,0.990799,0.117574,1.135214,1
1.156176,-0.05019,-0.204084,0.224222,-0.657716,-0.058097,-0.325875,-1.203506,0.080234,-0.615322,1.817962,-0.327469,0.823754,0.611979,-0.364037,-0.458577,0.858816,1.043376,0.914051,-0.36128,-0.535004,1
-0.357123,-0.613274,-0.204084,0.578117,-0.657716,-0.058097,-0.325875,-0.400728,-0.635973,0.197053,0.314054,-0.748451,0.718237,-0.447522,-0.70483,0.958478,-0.09938,0.02824,-0.08368,-0.619124,-0.535004,1
-0.897587,1.357519,-0.053401,0.932013,1.082767,-0.058097,-0.325875,-1.604895,0.915808,-0.615322,-0.49292,1.435393,-1.427276,0.779268,1.33993,-0.458577,0.379718,-0.479328,-0.08368,1.701473,1.135214,1
0.291434,-0.613274,-0.204084,-0.483568,-0.657716,-0.058097,-0.325875,-0.066237,-0.874709,2.071765,-0.639643,-1.379923,1.492028,-0.559048,-1.045623,-0.458577,0.242833,0.463298,0.300063,-0.692794,-2.205223,1
-1.329958,-0.05019,-0.204084,0.932013,1.430863,-0.058097,-0.325875,-1.471099,0.318969,-0.615322,-0.804706,0.067202,-0.794173,-1.11668,-0.70483,-0.458577,-1.194461,-1.494464,-1.465152,0.375418,1.135214,1
0.507619,0.512893,-0.204084,0.224222,-0.657716,-0.058097,-0.325875,0.803439,-0.635973,-0.615322,-0.034412,-0.722139,1.105133,0.221636,-0.70483,-0.458577,0.721931,0.608317,0.530308,-0.434949,-0.535004,1
-1.113772,0.231352,-0.096453,-1.545253,-0.657716,-0.058097,-0.325875,0.535846,-0.755341,-0.615322,0.07563,0.014579,-0.44245,-0.670575,-0.023243,-0.458577,-0.578478,-0.406818,-0.620919,-0.582289,1.135214,1
1.048083,-0.894816,-0.204084,-0.129673,-0.657716,-0.058097,-0.325875,1.271726,-1.113444,-0.30287,0.332395,-1.222055,1.421684,-0.335996,-1.045623,-0.458577,0.44816,0.680827,0.530308,-0.655959,-0.535004,1
1.156176,-0.894816,-0.204084,1.285908,-0.657716,-0.058097,-0.325875,0.067559,-0.874709,-0.240379,0.589159,-1.037876,1.245822,-0.224469,-1.045623,-0.458577,0.721931,0.898356,0.837302,-0.655959,-0.535004,1
-1.978514,0.512893,-0.204084,0.224222,-0.657716,-0.058097,-0.325875,-1.671793,0.199601,-0.615322,0.919285,-0.511648,0.296169,-0.614812,-0.70483,-0.458577,-1.742001,-1.204425,-1.618649,-0.28761,-2.205223,1
0.93999,-0.331732,-0.204084,1.285908,1.77896,-0.058097,-0.325875,-0.400728,0.080234,1.071919,-0.657983,1.172279,-0.934863,1.002321,-0.023243,-0.458577,1.337914,0.390788,0.914051,2.253996,1.135214,1
1.588547,-0.894816,-0.117979,-0.129673,-0.657716,-0.058097,-0.325875,1.87381,-0.874709,-0.615322,0.460777,-1.011564,1.632718,0.444689,-1.045623,-0.458577,0.858816,1.115885,0.990799,-0.692794,-2.205223,2
0.075248,-0.894816,-0.139506,-1.545253,-0.657716,-0.058097,-0.325875,2.141402,-1.35218,2.009275,-0.49292,-1.406235,1.21065,-1.060917,-0.70483,-0.458577,-0.167823,0.02824,-0.160428,-0.655959,-0.535004,2
1.264268,-0.894816,0.226441,-1.545253,-0.657716,-0.058097,-0.325875,2.007606,-1.35218,2.196746,-0.437899,-1.300989,1.245822,-0.782101,-1.045623,-0.458577,0.585045,0.753337,0.683805,-0.692794,1.135214,2
1.912825,-0.894816,-0.204084,-1.545253,-0.657716,-0.058097,-0.325875,0.067559,-0.874709,3.634025,-0.768025,-1.643037,2.12513,-0.112943,-1.386417,-0.458577,1.474799,1.695963,1.681535,-0.692794,-0.535004,2
0.93999,-0.894816,-0.074927,-1.545253,-0.657716,-0.058097,-0.325875,0.937235,-0.755341,2.634178,0.735882,0.22507,-0.794173,-0.782101,2.703104,-0.458577,0.379718,0.535808,0.45356,-0.582289,1.135214,2
1.048083,-0.894816,-0.204084,0.578117,-0.657716,-0.058097,-0.325875,1.071032,-0.994076,1.571842,-0.309517,-0.985253,1.21065,-0.168706,-0.023243,-0.458577,0.653488,0.825847,0.760554,-0.692794,-0.535004,2
0.507619,-0.894816,-0.139506,-0.483568,-0.657716,-0.058097,3.785762,0.870337,-0.397238,-0.115399,-0.126114,1.251213,-0.864518,1.281137,2.021517,0.958478,0.311275,-0.334309,0.146566,1.554133,-0.535004,2
1.156176,-0.894816,-0.182558,-1.545253,-0.657716,-0.058097,-0.325875,0.268253,-0.27787,0.009582,2.478214,1.172279,-0.794173,1.225374,1.680724,-0.458577,1.064143,1.188395,1.144296,-0.471784,1.135214,2
2.020918,-0.894816,-0.204084,-0.129673,-0.657716,-0.058097,-0.325875,0.803439,-0.994076,3.259082,0.240693,-0.853696,1.140305,-0.001416,-0.364037,0.958478,1.543241,1.623453,1.604787,-0.619124,1.135214,2
1.588547,-0.894816,-0.204084,0.578117,-0.657716,-0.058097,-0.325875,0.268253,-0.994076,3.259082,-0.676324,-1.643037,2.160303,-0.05718,-1.045623,-0.458577,1.543241,1.768473,1.758284,-0.692794,-0.535004,2
1.048083,-0.894816,-0.204084,-0.837463,-0.657716,-0.058097,-0.325875,1.204828,-0.874709,-0.177889,0.864264,-1.090498,1.245822,-0.335996,-0.023243,0.958478,0.858816,0.753337,0.607057,-0.508619,-0.535004,2
1.696639,-0.894816,-0.204084,0.224222,-0.657716,-0.058097,-0.325875,1.071032,-1.113444,3.446553,-0.657983,-1.537791,1.843752,-0.335996,-1.045623,-0.458577,1.064143,1.333414,1.297793,-0.692794,1.135214,2
0.399526,-0.613274,-0.204084,0.224222,-0.657716,-0.058097,-0.325875,0.937235,-1.113444,2.196746,-0.566282,-1.274678,1.386511,-0.503285,-0.70483,-0.458577,0.311275,0.390788,0.300063,-0.692794,-0.535004,2
2.777567,-0.894816,-0.204084,-0.483568,-0.657716,-0.058097,-0.325875,1.204828,-1.113444,0.384525,0.479117,0.540806,-0.44245,0.444689,-1.386417,-0.458577,1.748569,2.058511,2.065278,-0.619124,1.135214,2
0.831897,0.512893,0.29102,-0.837463,-0.309619,-0.058097,-0.325875,0.40205,-0.397238,1.134409,-0.547941,1.38277,-1.286586,0.890795,3.043897,-0.458577,1.132586,1.043376,1.221044,-0.324445,1.135214,2
1.156176,-0.894816,0.204915,-1.545253,-0.657716,-0.058097,-0.325875,1.940708,-1.113444,3.196592,0.442437,0.277693,-0.794173,-0.670575,-0.364037,-0.458577,0.516603,0.680827,0.607057,-0.619124,1.135214,2
1.480454,-0.894816,-0.204084,-1.545253,-0.657716,-0.058097,-0.325875,0.870337,-1.113444,0.134563,-0.49292,-1.590414,1.773407,-0.559048,-1.386417,-0.458577,0.858816,1.043376,0.914051,-0.692794,-0.535004,2
1.804732,-0.894816,-0.204084,-1.545253,0.386574,-0.058097,-0.325875,1.740013,-0.516605,2.321726,-0.621303,2.040554,-1.49762,1.950296,1.33993,-0.458577,1.132586,1.115885,1.297793,0.375418,1.135214,2
0.399526,-0.894816,0.247967,-1.545253,-0.657716,-0.058097,-0.325875,1.204828,-1.113444,0.072073,-0.016072,-1.327301,1.386511,-0.614812,-1.045623,-0.458577,0.516603,0.680827,0.607057,-0.655959,-0.535004,2
1.696639,-0.894816,-0.204084,0.578117,-0.657716,-0.058097,-0.325875,0.937235,-1.113444,2.759159,-0.547941,-1.51148,1.843752,-0.280232,-1.045623,-0.458577,1.132586,1.333414,1.297793,-0.692794,-0.535004,2
1.048083,-0.894816,-0.204084,-0.837463,-0.657716,-0.058097,-0.325875,1.204828,-0.994076,-0.615322,0.185672,-1.248366,1.245822,-0.670575,-0.70483,0.958478,0.379718,0.608317,0.530308,-0.655959,-0.535004,2
-1.329958,-0.894816,-0.204084,-0.483568,1.082767,-0.058097,3.785762,-1.537997,0.199601,-0.615322,-1.501638,-0.064355,-0.794173,-1.395496,-0.70483,-0.458577,-0.989133,-2.074541,-2.309385,1.259455,-0.535004,2
1.804732,-0.894816,-0.204084,-1.191358,-0.309619,-0.058097,-0.325875,1.13793,0.79644,-0.115399,3.90876,1.566949,-1.321759,1.225374,0.31755,-0.458577,0.858816,0.970866,0.990799,-0.324445,1.135214,2
1.372361,-0.894816,-0.204084,-0.837463,-0.309619,-0.058097,-0.325875,0.40205,-0.755341,2.134255,-0.016072,-0.011732,-0.020382,-0.05718,-0.023243,0.958478,1.337914,1.260905,1.374541,-0.398115,1.135214,2
1.264268,-0.894816,-0.204084,-1.545253,-0.657716,-0.058097,-0.325875,1.071032,-1.113444,0.821957,0.405756,-1.037876,1.034788,-0.559048,-0.023243,-0.458577,0.585045,0.680827,0.683805,-0.655959,1.135214,2
-0.24903,-0.331732,8.040476,-0.483568,1.082767,-0.058097,3.785762,-1.939386,1.273911,-0.615322,1.047668,0.961788,-0.934863,0.556216,0.31755,-0.458577,-0.236265,-0.696857,-0.467422,0.964776,-0.535004,2
-1.438051,-0.894816,-0.204084,-1.545253,-0.657716,-0.058097,-0.325875,1.740013,-0.994076,2.071765,-1.061471,-0.169601,-1.110725,-2.120418,-0.70483,-0.458577,-1.194461,0.173259,-1.311655,1.996152,1.135214,2
1.264268,-0.894816,-0.204084,-1.545253,-0.309619,-0.058097,-0.325875,1.271726,-1.113444,1.32188,-0.144454,-1.064187,1.06996,-0.559048,-0.023243,-0.458577,0.585045,0.753337,0.683805,-0.655959,1.135214,2
1.048083,-0.894816,-0.161032,-1.545253,-0.657716,-0.058097,-0.325875,1.806911,-1.232812,2.759159,-0.602962,-1.248366,1.316167,-0.559048,-0.364037,-0.458577,0.927258,1.115885,0.990799,-0.692794,1.135214,2
0.507619,-0.613274,-0.204084,-0.129673,-0.657716,-0.058097,-0.325875,-0.266932,-0.27787,0.634486,0.570819,-0.695828,1.245822,0.500452,1.33993,2.375533,1.680126,1.478434,1.604787,-0.398115,1.135214,2
